priority,topic,modality,tag,idx,trigger,stem,description,search_terms,svg_feasible,svg,error
1,Cardiovascular Disease,ECG,Hazzard,2602,ECG shows,"An 83-year-old woman with moderate Alzheimer's dementia, CHF (EF 40%), and CKD stage 3b is brought by her son from assisted living with acute confusion and lethargy. She has fallen","ECG showing signs of hyperkalemia such as peaked T waves, widened QRS complexes, and/or sine wave pattern in an elderly patient with CKD presenting with altered mental status and falls.",hyperkalemia ECG peaked T waves | severe hyperkalemia wide QRS ECG | hyperkalemia sine wave pattern ECG | peaked T waves chronic kidney disease ECG,True,"<svg viewBox='0 0 600 200' xmlns='http://www.w3.org/2000/svg'><rect fill='#fff' width='600' height='200'/><defs><pattern id='grid' width='5' height='5' patternUnits='userSpaceOnUse'><path d='M 5 0 L 0 0 0 5' fill='none' stroke='#ffcccc' stroke-width='0.3'/></pattern><pattern id='gridBold' width='25' height='25' patternUnits='userSpaceOnUse'><path d='M 25 0 L 0 0 0 25' fill='none' stroke='#ffaaaa' stroke-width='0.5'/></pattern></defs><rect width='600' height='200' fill='url(#grid)'/><rect width='600' height='200' fill='url(#gridBold)'/><path d='M 20 100 L 60 100 L 62 98 L 65 95 L 68 105 L 78 105 L 90 105 L 92 102 L 94 98 L 96 92 L 98 85 L 100 75 L 102 60 L 103 55 L 104 60 L 106 75 L 108 85 L 110 92 L 112 98 L 114 102 L 116 105 L 128 105 L 138 100 L 160 100 L 162 98 L 165 95 L 168 105 L 178 105 L 190 105 L 192 102 L 194 98 L 196 92 L 198 85 L 200 75 L 202 60 L 203 55 L 204 60 L 206 75 L 208 85 L 210 92 L 212 98 L 214 102 L 216 105 L 228 105 L 238 100 L 260 100 L 262 98 L 265 95 L 268 105 L 278 105 L 290 105 L 292 102 L 294 97 L 296 90 L 298 82 L 300 72 L 302 58 L 303 52 L 304 58 L 306 72 L 308 82 L 310 90 L 312 97 L 314 102 L 316 105 L 328 105 L 338 100 L 360 100 L 362 98 L 365 95 L 368 105 L 378 105 L 390 105 L 392 102 L 394 97 L 396 90 L 398 82 L 400 72 L 402 58 L 403 52 L 404 58 L 406 72 L 408 82 L 410 90 L 412 97 L 414 102 L 416 105 L 428 105 L 438 100 L 460 100 L 462 98 L 465 95 L 468 105 L 478 105 L 490 105 L 492 102 L 494 97 L 496 90 L 498 82 L 500 72 L 502 58 L 503 52 L 504 58 L 506 72 L 508 82 L 510 90 L 512 97 L 514 102 L 516 105 L 528 105 L 538 100 L 560 100 L 562 98 L 565 95 L 568 105 L 580 105' fill='none' stroke='#000' stroke-width='1.5' stroke-linejoin='round' stroke-linecap='round'/><text x='10' y='15' font-family='Arial, sans-serif' font-size='12' fill='#333'>Lead II</text><text x='10' y='195' font-family='Arial, sans-serif' font-size='10' fill='#666'>Note: Peaked, narrow, tall T waves characteristic of hyperkalemia</text></svg>",
1,Cardiovascular Disease,ECG,2024-May,547,תרשים אק,"בת71, פנתה למיון לאחר15 שעות מתחילת כאבים בחזה. בתרשים אק\""ג הודגמו עליות ST בקיר קידמי. בקבלתה ללא כאבים בחזה. הוחלט על טיפול שמרני. שבוע לאחר מכן במהלך אשפוז הופיעה חולשה בפלג גו",,,False,,Unterminated string starting at: line 11 column 10 (char 483)
1,Cardiovascular Disease,ECG,Harrison,2904,ECG shows,"An 84-year-old man with HTN, DM2, and CKD stage 3a (eGFR 42) presents to the ED with 2 hours of substernal chest pressure radiating to his left arm. He takes metoprolol 50mg BID, l",ECG showing ST-segment elevation in anterolateral leads consistent with acute STEMI,acute anterior STEMI ECG | anterolateral STEMI ECG | ST elevation myocardial infarction ECG | acute MI ECG tombstone ST elevation,True,"<svg viewBox='0 0 800 400' xmlns='http://www.w3.org/2000/svg'><defs><pattern id='grid' width='10' height='10' patternUnits='userSpaceOnUse'><path d='M 10 0 L 0 0 0 10' fill='none' stroke='#ffcccc' stroke-width='0.5'/></pattern><pattern id='grid-bold' width='50' height='50' patternUnits='userSpaceOnUse'><path d='M 50 0 L 0 0 0 50' fill='none' stroke='#ffaaaa' stroke-width='1'/></pattern></defs><rect width='800' height='400' fill='white'/><rect width='800' height='400' fill='url(#grid-bold)'/><rect width='800' height='400' fill='url(#grid)'/><text x='50' y='20' font-size='14' font-weight='bold'>Lead V2</text><text x='300' y='20' font-size='14' font-weight='bold'>Lead V3</text><text x='550' y='20' font-size='14' font-weight='bold'>Lead V4</text><path d='M 50 200 L 60 200 L 62 190 L 64 210 L 67 200 L 75 200 L 77 195 L 90 195 L 110 80 L 115 200 L 130 240 L 145 215 L 155 205 L 175 203 L 200 202' fill='none' stroke='black' stroke-width='2'/><path d='M 200 202 L 210 202 L 212 192 L 214 212 L 217 202 L 225 202 L 227 197 L 240 197 L 260 75 L 265 202 L 280 245 L 295 217 L 305 207 L 325 205 L 350 204' fill='none' stroke='black' stroke-width='2'/><path d='M 300 200 L 310 200 L 312 190 L 314 210 L 317 200 L 325 200 L 327 195 L 340 195 L 360 70 L 365 200 L 380 250 L 395 218 L 405 208 L 425 205 L 450 203' fill='none' stroke='black' stroke-width='2'/><path d='M 450 203 L 460 203 L 462 193 L 464 213 L 467 203 L 475 203 L 477 198 L 490 198 L 510 65 L 515 203 L 530 255 L 545 220 L 555 210 L 575 207 L 600 205' fill='none' stroke='black' stroke-width='2'/><path d='M 550 200 L 560 200 L 562 190 L 564 210 L 567 200 L 575 200 L 577 195 L 590 195 L 610 75 L 615 200 L 630 248 L 645 218 L 655 208 L 675 205 L 700 203' fill='none' stroke='black' stroke-width='2'/><path d='M 700 203 L 710 203 L 712 193 L 714 213 L 717 203 L 725 203 L 727 198 L 740 198 L 760 70 L 765 203 L 780 253' fill='none' stroke='black' stroke-width='2'/><line x1='0' y1='200' x2='800' y2='200' stroke='gray' stroke-width='0.5' stroke-dasharray='5,5'/><text x='10' y='380' font-size='12' fill='red' font-weight='bold'>ST Elevation (Tombstone)</text><text x='10' y='395' font-size='11'>Acute Anterior STEMI</text></svg>",
1,Cardiovascular Disease,ECG,Hazzard,2598,ECG shows,"An 82-year-old woman with heart failure (EF 35%), permanent AF, and T2DM is admitted with volume overload. She lives independently but her daughter notes recent problems managing m",ECG showing atrial fibrillation with irregularly irregular rhythm and absence of P waves in a patient with heart failure.,atrial fibrillation ECG | AF irregular rhythm ECG | atrial fibrillation narrow complex ECG | permanent AF ECG rhythm strip,True,<svg viewBox='0 0 600 200' xmlns='http://www.w3.org/2000/svg'><rect x='0' y='0' width='600' height='200' fill='#fff'/><g stroke='#fdd' stroke-width='0.5'><line x1='0' y1='50' x2='600' y2='50'/><line x1='0' y1='100' x2='600' y2='100'/><line x1='0' y1='150' x2='600' y2='150'/></g><g stroke='#faa' stroke-width='0.5'><line x1='0' y1='40' x2='600' y2='40'/><line x1='0' y1='60' x2='600' y2='60'/><line x1='0' y1='90' x2='600' y2='90'/><line x1='0' y1='110' x2='600' y2='110'/><line x1='0' y1='140' x2='600' y2='140'/><line x1='0' y1='160' x2='600' y2='160'/></g><path d='M 0 100 l 5 0 q 2 -1 2 -3 t -2 -3 l -5 -2 l -2 2 q -1 2 1 4 l 3 2 l 10 0 l 2 -45 l 2 -5 l 2 50 l 2 3 l 3 -3 l 3 -5 l 20 0' fill='none' stroke='#000' stroke-width='1.5'/><path d='M 50 100 l 8 0 q 1 1 1 2 t -1 3 l -2 1 l 5 0 q 2 -2 2 -4 t -2 -2 l 15 0 l 1 -35 l 2 -8 l 2 43 l 2 2 l 2 -2 l 2 -3 l 25 0' fill='none' stroke='#000' stroke-width='1.5'/><path d='M 120 100 l 6 0 q 2 2 2 3 l -3 2 l 8 0 l 2 -50 l 2 -6 l 2 56 l 2 2 l 3 -2 l 2 -4 l 18 0' fill='none' stroke='#000' stroke-width='1.5'/><path d='M 180 100 l 10 0 q 1 -1 1 -2 l -2 -1 l 12 0 l 2 -42 l 2 -7 l 2 49 l 2 3 l 2 -3 l 3 -5 l 30 0' fill='none' stroke='#000' stroke-width='1.5'/><path d='M 260 100 l 7 0 q 2 1 1 3 l -2 2 l 6 0 l 2 -38 l 2 -6 l 2 44 l 2 2 l 2 -2 l 3 -4 l 22 0' fill='none' stroke='#000' stroke-width='1.5'/><path d='M 320 100 l 9 0 q 1 2 1 3 t -2 2 l 8 0 l 2 -48 l 2 -8 l 2 56 l 2 3 l 2 -3 l 3 -6 l 35 0' fill='none' stroke='#000' stroke-width='1.5'/><path d='M 400 100 l 5 0 q 2 -1 2 -2 l -3 -1 l 10 0 l 2 -40 l 2 -7 l 2 47 l 2 2 l 2 -2 l 3 -4 l 20 0' fill='none' stroke='#000' stroke-width='1.5'/><path d='M 465 100 l 8 0 q 1 1 1 2 l -2 2 l 7 0 l 2 -45 l 2 -8 l 2 53 l 2 3 l 2 -3 l 3 -5 l 25 0' fill='none' stroke='#000' stroke-width='1.5'/><path d='M 540 100 l 6 0 q 2 2 2 3 l -3 2 l 8 0 l 2 -36 l 2 -6 l 2 42' fill='none' stroke='#000' stroke-width='1.5'/><text x='10' y='190' font-family='Arial' font-size='12' fill='#000'>Lead II rhythm strip - Atrial Fibrillation</text><text x='480' y='190' font-family='Arial' font-size='10' fill='#666'>Irregularly irregular</text></svg>,
1,Cardiovascular Disease,CT/MRI,Harrison,2915,CT head shows,"An 85-year-old man with CHF, AFib, and mild dementia (MMSE 22) is brought to ED by assisted living staff for worsening confusion over 2 days. He takes warfarin with INR target 2-3,",CT head showing acute intracerebral hemorrhage (likely in the setting of supratherapeutic anticoagulation with warfarin in an elderly patient presenting with altered mental status).,intracerebral hemorrhage CT warfarin | anticoagulation related ICH CT head | warfarin associated intracranial hemorrhage | acute intracerebral hematoma CT noncontrast,False,,
1,Cardiovascular Disease,ECG+US,Harrison,2907,ECG shows,A 79-year-old woman presents to clinic with 3 months of exertional chest tightness. She stopped attending her weekly bridge club due to fatigue walking to the community center. PMH,"Echocardiogram showing severe calcific aortic stenosis with thickened, calcified aortic valve leaflets and reduced opening, or ECG showing left ventricular hypertrophy with strain pattern.",severe aortic stenosis echocardiogram | calcific aortic stenosis echo | LVH with strain pattern ECG | aortic stenosis parasternal long axis | left ventricular hypertrophy ECG elderly,True,"<svg viewBox='0 0 600 200' xmlns='http://www.w3.org/2000/svg'><rect width='600' height='200' fill='#fff'/><text x='10' y='15' font-family='Arial' font-size='12' fill='#000'>Lead V5</text><line x1='0' y1='100' x2='600' y2='100' stroke='#fbb' stroke-width='0.5'/><line x1='0' y1='50' x2='600' y2='50' stroke='#fbb' stroke-width='0.5'/><line x1='0' y1='150' x2='600' y2='150' stroke='#fbb' stroke-width='0.5'/><path d='M 20 100 L 30 100 L 32 95 L 35 105 L 37 85 L 42 40 L 48 100 L 52 105 L 70 103 L 82 101 L 95 98 L 105 95 L 112 100' stroke='#000' stroke-width='1.5' fill='none'/><path d='M 140 100 L 150 100 L 152 95 L 155 105 L 157 85 L 162 40 L 168 100 L 172 105 L 190 103 L 202 101 L 215 98 L 225 95 L 232 100' stroke='#000' stroke-width='1.5' fill='none'/><path d='M 260 100 L 270 100 L 272 95 L 275 105 L 277 85 L 282 40 L 288 100 L 292 105 L 310 103 L 322 101 L 335 98 L 345 95 L 352 100' stroke='#000' stroke-width='1.5' fill='none'/><path d='M 380 100 L 390 100 L 392 95 L 395 105 L 397 85 L 402 40 L 408 100 L 412 105 L 430 103 L 442 101 L 455 98 L 465 95 L 472 100' stroke='#000' stroke-width='1.5' fill='none'/><path d='M 500 100 L 510 100 L 512 95 L 515 105 L 517 85 L 522 40 L 528 100 L 532 105 L 550 103 L 562 101 L 575 98 L 585 95 L 592 100' stroke='#000' stroke-width='1.5' fill='none'/><text x='250' y='195' font-family='Arial' font-size='11' fill='#333'>LVH with strain (deep S in V1-V2, tall R in V5-V6, ST depression, T-wave inversion)</text></svg>",
1,Cardiovascular Disease,ECG,Harrison,2910,ECG shows,An 83-year-old man is evaluated in the nursing home for new-onset chest discomfort with walking to the dining room. He has advanced dementia and depends on staff for all ADLs. Staf,"ECG showing typical changes of stable angina or evidence of prior myocardial infarction, such as Q waves, ST-T changes, or left ventricular hypertrophy in an elderly patient.",stable angina ECG | exertional angina ECG | ECG old myocardial infarction Q waves | chronic ischemic heart disease ECG | ECG left ventricular hypertrophy elderly,True,<svg viewBox='0 0 600 200' xmlns='http://www.w3.org/2000/svg'><defs><pattern id='grid' width='10' height='10' patternUnits='userSpaceOnUse'><path d='M 10 0 L 0 0 0 10' fill='none' stroke='#ff9999' stroke-width='0.5'/></pattern><pattern id='grid-major' width='50' height='10' patternUnits='userSpaceOnUse'><path d='M 50 0 L 0 0 0 10' fill='none' stroke='#ff6666' stroke-width='0.8'/></pattern></defs><rect width='600' height='200' fill='white'/><rect width='600' height='200' fill='url(#grid)'/><rect width='600' height='200' fill='url(#grid-major)'/><text x='10' y='15' font-family='Arial' font-size='12' font-weight='bold'>Lead II - Stable Angina Pattern</text><path d='M 30 100 L 50 100 Q 55 100 58 90 L 62 70 L 66 90 Q 68 100 73 100 L 90 100 L 95 98 Q 100 95 105 100 L 120 100 Q 125 100 128 90 L 132 70 L 136 90 Q 138 100 143 100 L 160 100 L 165 98 Q 170 95 175 100 L 190 100 Q 195 100 198 90 L 202 70 L 206 90 Q 208 100 213 100 L 230 100 L 235 98 Q 240 95 245 100 L 260 100 Q 265 100 268 90 L 272 70 L 276 90 Q 278 100 283 100 L 300 100 L 305 98 Q 310 95 315 100 L 330 100 Q 335 100 338 90 L 342 70 L 346 90 Q 348 100 353 100 L 370 100 L 375 98 Q 380 95 385 100 L 400 100 Q 405 100 408 90 L 412 70 L 416 90 Q 418 100 423 100 L 440 100 L 445 98 Q 450 95 455 100 L 470 100 Q 475 100 478 90 L 482 70 L 486 90 Q 488 100 493 100 L 510 100 L 515 98 Q 520 95 525 100 L 540 100 Q 545 100 548 90 L 552 70 L 556 90 Q 558 100 563 100 L 580 100' fill='none' stroke='black' stroke-width='1.5'/><path d='M 90 100 L 92 102 L 94 105 L 96 103 L 98 100' fill='none' stroke='black' stroke-width='1.5'/><path d='M 160 100 L 162 102 L 164 105 L 166 103 L 168 100' fill='none' stroke='black' stroke-width='1.5'/><path d='M 230 100 L 232 102 L 234 105 L 236 103 L 238 100' fill='none' stroke='black' stroke-width='1.5'/><path d='M 300 100 L 302 102 L 304 105 L 306 103 L 308 100' fill='none' stroke='black' stroke-width='1.5'/><path d='M 370 100 L 372 102 L 374 105 L 376 103 L 378 100' fill='none' stroke='black' stroke-width='1.5'/><path d='M 440 100 L 442 102 L 444 105 L 446 103 L 448 100' fill='none' stroke='black' stroke-width='1.5'/><path d='M 510 100 L 512 102 L 514 105 L 516 103 L 518 100' fill='none' stroke='black' stroke-width='1.5'/><text x='10' y='190' font-family='Arial' font-size='10' fill='#666'>ST depression and T wave inversion suggesting ischemia</text></svg>,
1,Cardiovascular Disease,ECG+Other imaging,Harrison,2913,ECG shows,"An 82-year-old man with severe COPD on home oxygen presents with acute chest tightness and dyspnea. He's DNR but wants 'everything else done.' ABG on 2L NC: pH 7.32, pCO2 58, pO2 5","ECG showing S1Q3T3 pattern (prominent S wave in lead I, Q wave and inverted T wave in lead III) consistent with acute pulmonary embolism in a patient with severe COPD presenting with acute dyspnea and hypoxemia",S1Q3T3 ECG pattern pulmonary embolism | acute PE ECG right heart strain | pulmonary embolism S1Q3T3 pattern | right ventricular strain pattern ECG,True,"<svg viewBox='0 0 800 300' xmlns='http://www.w3.org/2000/svg'><defs><pattern id='grid' width='5' height='5' patternUnits='userSpaceOnUse'><path d='M 5 0 L 0 0 0 5' fill='none' stroke='#ffcccc' stroke-width='0.5'/></pattern><pattern id='grid-bold' width='25' height='25' patternUnits='userSpaceOnUse'><path d='M 25 0 L 0 0 0 25' fill='none' stroke='#ffaaaa' stroke-width='1'/></pattern></defs><rect width='800' height='300' fill='white'/><rect width='800' height='300' fill='url(#grid)'/><rect width='800' height='300' fill='url(#grid-bold)'/><text x='50' y='30' font-family='Arial' font-size='18' font-weight='bold'>Lead I</text><path d='M 50 150 L 80 150 L 100 165 L 105 165 L 110 150 L 115 145 L 125 145 L 130 150 L 160 150 L 165 150 L 175 148 L 195 147 L 205 150 L 235 150' fill='none' stroke='black' stroke-width='2'/><text x='300' y='30' font-family='Arial' font-size='18' font-weight='bold'>Lead III</text><path d='M 300 150 L 330 150 L 340 150 L 345 140 L 350 125 L 352 125 L 355 150 L 365 168 L 375 168 L 380 150 L 410 150 L 415 150 L 425 148 L 445 147 L 455 150 L 460 155 L 470 165 L 490 165 L 495 150' fill='none' stroke='black' stroke-width='2'/><text x='550' y='30' font-family='Arial' font-size='18' font-weight='bold'>V1</text><path d='M 550 150 L 580 150 L 590 150 L 595 145 L 600 135 L 602 135 L 605 150 L 615 152 L 625 152 L 630 150 L 660 150 L 665 150 L 675 148 L 695 147 L 705 150 L 745 150' fill='none' stroke='black' stroke-width='2'/><line x1='50' y1='150' x2='235' y2='150' stroke='#999' stroke-width='0.5' stroke-dasharray='2,2'/><line x1='300' y1='150' x2='495' y2='150' stroke='#999' stroke-width='0.5' stroke-dasharray='2,2'/><line x1='550' y1='150' x2='745' y2='150' stroke='#999' stroke-width='0.5' stroke-dasharray='2,2'/><text x='50' y='280' font-family='Arial' font-size='14' fill='#666'>Prominent S wave</text><text x='300' y='280' font-family='Arial' font-size='14' fill='#666'>Q wave + inverted T</text><text x='550' y='280' font-family='Arial' font-size='14' fill='#666'>Right strain pattern</text></svg>",
1,Cardiovascular Disease,ECG,Harrison,3036,ECG shows,"An 84-year-old man with hypertension, diabetes, and mild cognitive impairment presents to the ED with 2 hours of substernal chest pressure at rest. He takes metformin, lisinopril, ",ECG showing ST-segment elevation in anterior or inferior leads consistent with acute ST-elevation myocardial infarction (STEMI).,acute STEMI ECG | anterior STEMI tombstone ST elevation | inferior STEMI ST elevation | acute myocardial infarction ECG | hyperacute T waves STEMI,True,"<svg viewBox='0 0 600 200' xmlns='http://www.w3.org/2000/svg'><defs><pattern id='grid' width='10' height='10' patternUnits='userSpaceOnUse'><path d='M 10 0 L 0 0 0 10' fill='none' stroke='#ffcccc' stroke-width='0.5'/></pattern><pattern id='grid-major' width='50' height='50' patternUnits='userSpaceOnUse'><rect width='50' height='50' fill='url(#grid)'/><path d='M 50 0 L 0 0 0 50' fill='none' stroke='#ff9999' stroke-width='1'/></pattern></defs><rect width='600' height='200' fill='url(#grid-major)'/><text x='10' y='15' font-family='Arial' font-size='12' fill='black'>V2 - Anterior STEMI</text><path d='M 30 100 L 50 100 Q 55 100 58 85 L 62 60 Q 65 45 70 100 L 75 135 Q 78 145 82 100 L 100 100 L 120 100 Q 125 100 128 85 L 132 60 Q 135 45 140 100 L 145 135 Q 148 145 152 100 L 170 100 L 190 100 Q 195 100 198 85 L 202 60 Q 205 45 210 100 L 215 135 Q 218 145 222 100 L 240 100 L 260 100 Q 265 100 268 85 L 272 60 Q 275 45 280 100 L 285 135 Q 288 145 292 100 L 310 100 L 330 100 Q 335 100 338 85 L 342 60 Q 345 45 350 100 L 355 135 Q 358 145 362 100 L 380 100 L 400 100 Q 405 100 408 85 L 412 60 Q 415 45 420 100 L 425 135 Q 428 145 432 100 L 450 100 L 470 100 Q 475 100 478 85 L 482 60 Q 485 45 490 100 L 495 135 Q 498 145 502 100 L 520 100 L 540 100 Q 545 100 548 85 L 552 60 Q 555 45 560 100 L 565 135 Q 568 145 572 100 L 590 100' fill='none' stroke='black' stroke-width='1.5' transform='translate(0, -35)'/><line x1='30' y1='100' x2='590' y2='100' stroke='black' stroke-width='0.5' opacity='0.3'/><text x='520' y='195' font-family='Arial' font-size='10' fill='red' font-weight='bold'>ST Elevation (tombstone)</text></svg>",
1,Cardiovascular Disease,ECG,Harrison,3040,ECG shows,An 85-year-old woman with mild dementia (MMSE 22) presents with acute chest pain and dyspnea. She lives with her daughter who reports new confusion today - forgetting grandchildren,ECG showing atrial fibrillation with rapid ventricular response in an elderly patient with acute coronary syndrome.,atrial fibrillation rapid ventricular response ECG | AFib RVR elderly ECG | atrial fibrillation irregularly irregular rhythm strip | new onset atrial fibrillation ECG acute MI,True,"<svg viewBox='0 0 600 200' xmlns='http://www.w3.org/2000/svg'><rect width='600' height='200' fill='#fff'/><g stroke='#ffcccc' stroke-width='0.5'><line x1='0' y1='40' x2='600' y2='40'/><line x1='0' y1='80' x2='600' y2='80'/><line x1='0' y1='120' x2='600' y2='120'/><line x1='0' y1='160' x2='600' y2='160'/></g><g stroke='#000' stroke-width='1.5' fill='none'><path d='M 0,120 l 5,-3 l 5,8 l 5,-10 l 5,6 l 5,-2 l 10,0 q 2,-8 4,-12 t 4,-4 q 2,4 3,12 q 1,8 2,4 l 3,-28 l 4,50 l 3,-30 q 2,3 3,6 l 15,0 l 5,2 l 5,-3 l 5,4 l 5,-2 l 5,1 l 8,0 q 2,-6 4,-10 t 4,-4 q 2,4 3,10 q 1,6 2,3 l 3,-22 l 4,40 l 3,-24 q 2,2 3,4 l 12,0 l 5,-2 l 5,5 l 5,-4 l 5,3 l 10,0 l 5,2 l 5,-2 l 12,0 q 2,-8 4,-12 t 4,-4 q 2,4 3,12 q 1,8 2,4 l 3,-28 l 4,50 l 3,-30 q 2,3 3,6 l 18,0 l 5,3 l 5,-4 l 5,2 l 5,-1 l 8,0 q 2,-7 4,-11 t 4,-4 q 2,4 3,11 q 1,7 2,3 l 3,-24 l 4,44 l 3,-26 q 2,2 3,5 l 10,0 l 5,-3 l 5,6 l 5,-5 l 5,4 l 5,-2 l 12,0 q 2,-6 4,-10 t 4,-4 q 2,4 3,10 q 1,6 2,3 l 3,-22 l 4,40 l 3,-24 q 2,2 3,4 l 15,0'/></g><text x='10' y='15' font-family='Arial' font-size='12' fill='#000'>Atrial Fibrillation with RVR</text><text x='10' y='195' font-family='Arial' font-size='10' fill='#666'>Irregularly irregular rhythm, absent P waves, variable R-R intervals, rate ~130-140 bpm</text></svg>",
1,Cardiovascular Disease,ECG,Harrison,3038,ECG shows,"An 81-year-old nursing home resident with moderate vascular dementia is found unresponsive. Staff report 3 days of decreased oral intake and lethargy. Temperature 35.8°C, BP 88/54,",ECG showing Osborn waves (J waves) characteristic of severe hypothermia with prolonged QT interval and possible bradycardia,Osborn waves ECG hypothermia | J waves hypothermia ECG | severe hypothermia ECG Osborn wave | hypothermia ECG bradycardia J wave,True,"<svg viewBox='0 0 600 200' xmlns='http://www.w3.org/2000/svg'><defs><pattern id='grid' width='10' height='10' patternUnits='userSpaceOnUse'><path d='M 10 0 L 0 0 0 10' fill='none' stroke='#ffcccc' stroke-width='0.5'/></pattern><pattern id='grid-major' width='50' height='10' patternUnits='userSpaceOnUse'><path d='M 50 0 L 0 0 0 10' fill='none' stroke='#ffaaaa' stroke-width='0.8'/></pattern></defs><rect width='600' height='200' fill='#fff'/><rect width='600' height='200' fill='url(#grid)'/><rect width='600' height='200' fill='url(#grid-major)'/><path d='M 20 100 L 60 100 Q 65 100 68 95 L 75 60 L 82 140 L 89 85 Q 92 80 95 80 L 105 80 Q 108 80 110 75 L 113 60 L 115 80 L 125 100 L 185 100 Q 190 100 193 95 L 200 60 L 207 140 L 214 85 Q 217 80 220 80 L 230 80 Q 233 80 235 75 L 238 60 L 240 80 L 250 100 L 310 100 Q 315 100 318 95 L 325 60 L 332 140 L 339 85 Q 342 80 345 80 L 355 80 Q 358 80 360 75 L 363 60 L 365 80 L 375 100 L 435 100 Q 440 100 443 95 L 450 60 L 457 140 L 464 85 Q 467 80 470 80 L 480 80 Q 483 80 485 75 L 488 60 L 490 80 L 500 100 L 560 100' fill='none' stroke='#000' stroke-width='2'/><ellipse cx='118' cy='73' rx='12' ry='8' fill='none' stroke='#e00' stroke-width='2' stroke-dasharray='2,2'/><ellipse cx='243' cy='73' rx='12' ry='8' fill='none' stroke='#e00' stroke-width='2' stroke-dasharray='2,2'/><ellipse cx='368' cy='73' rx='12' ry='8' fill='none' stroke='#e00' stroke-width='2' stroke-dasharray='2,2'/><ellipse cx='493' cy='73' rx='12' ry='8' fill='none' stroke='#e00' stroke-width='2' stroke-dasharray='2,2'/><text x='118' y='55' font-family='Arial' font-size='10' fill='#e00' text-anchor='middle'>J wave</text><text x='20' y='15' font-family='Arial' font-size='12' font-weight='bold'>Lead II</text><text x='20' y='195' font-family='Arial' font-size='10' fill='#666'>HR: ~45 bpm | Prolonged QT | Osborn (J) waves visible</text></svg>",
1,Cardiovascular Disease,CT/MRI+US,Harrison,3057,CT head shows,"An 82-year-old man is day 3 post-anterior STEMI treated with PCI. He develops new confusion, word-finding difficulty, and right facial droop. CT head shows no hemorrhage. BP 168/92",Transthoracic echocardiogram showing left ventricular apical thrombus as a complication of anterior STEMI with wall motion abnormality,left ventricular apical thrombus echocardiogram | LV thrombus anterior STEMI | apical thrombus TTE four chamber | post MI LV thrombus ultrasound | cardioembolic stroke LV thrombus echo,False,,
1,Cancer & Oncology,Smear/Histopath,Hazzard,1593,biopsy shows,"An 82-year-old man with a 15-year history of diabetes and coronary artery disease (ejection fraction 35%) presents with newly diagnosed prostate cancer. His PSA is 45 ng/mL, DRE re","Histopathology showing prostate adenocarcinoma with Gleason pattern features, demonstrating malignant glands with loss of basal cell layer and nuclear atypia",prostate adenocarcinoma histopathology | Gleason pattern prostate cancer | prostate cancer H&E stain microscopy | prostate adenocarcinoma high grade,False,,
1,Cancer & Oncology,Smear/Histopath,Hazzard,1600,Biopsy reveals,"An 85-year-old man with multiple comorbidities (heart failure, diabetes, chronic kidney disease) presents with elevated PSA (12 ng/mL) and abnormal DRE. Biopsy reveals Gleason 7 ad",Prostatic adenocarcinoma histopathology showing Gleason 7 (3+4 or 4+3) pattern with moderately differentiated glands and architectural distortion.,Gleason 7 prostate adenocarcinoma histopathology | Gleason 3+4 prostate cancer microscopy | prostatic adenocarcinoma Gleason score 7 | prostate cancer histology Gleason pattern | Gleason grading prostate biopsy,False,,
